Post ID,Label Weight
p153,0.0
p2199,0.0
p6522,0.0
p1338,0.0
p1929,0.0
p1044,0.0
p4872,0.0
p4047,0.0
p6591,0.0
p1305,0.0
p579,0.0
p21,0.0
p2427,0.0
p1503,0.0
p1341,0.0
p1536,0.0
p1767,0.0
p3318,0.0
p348,0.0
p5172,0.0
p876,0.0
p90,0.0
p1008,0.0
p975,0.0
p3024,0.0
p780,0.0
p3093,0.0
p6064,0.0
p5173,0.0
p4345,0.0
p5863,0.0
p2002,0.0
p3124,0.0
p2497,0.0
p1342,0.0
p1243,0.0
p1306,0.0
p1999,0.0
p2068,0.0
p6556,0.0
p2596,0.0
p385,0.0
p91,0.0
p484,0.0
p3979,0.0
p1210,0.0
p1768,0.0
p190,0.0
p1405,0.0
p5632,0.0
p3418,0.0
p3517,0.0
p6097,0.0
p3025,0.0
p583,0.0
p187,0.0
p22,0.0
p451,0.0
p5629,0.0
p3391,0.0
p6163,0.0
p2893,0.0
p6358,0.0
p4048,0.0
p6790,0.0
p1339,0.0
p550,0.0
p1573,0.0
p6259,0.0
p6691,0.0
p4114,0.0
p4282,0.0
p1375,0.0
p6523,0.0
p4936,0.0
p19,0.0
p1012,0.0
p1669,0.0
p976,0.0
p4705,0.0
p2365,0.0
p778,0.0
p1702,0.0
p6226,0.0
p6325,0.0
p781,0.0
p3616,0.0
p682,0.0
p1603,0.0
p89,0.0
p1244,0.0
p6065,0.0
p1178,0.0
p3224,0.0
p1802,0.0
p1013,0.0
p6692,0.0
p1376,0.0
p6560,0.0
p4838,0.0
p977,0.0
p1307,0.0
p6227,0.0
p2960,0.0
p3554,0.0
p5666,0.0
p4508,0.0
p4904,0.0
p23,0.0
p2267,0.0
p416,0.0
p1208,0.0
p614,0.0
p1505,0.0
p3293,0.0
p1046,0.0
p5864,0.0
p2465,0.0
p1406,0.0
p4940,0.0
p386,0.0
p191,0.0
p1082,0.0
p6326,0.0
p188,0.0
p3194,0.0
p4115,0.0
p1604,0.0
p779,0.0
p6557,0.0
p1211,0.0
p4283,0.0
p551,0.0
p353,0.0
p5930,0.0
p6131,0.0
p5402,0.0
p3716,0.0
p6788,0.0
p812,0.0
p4610,0.0
p5633,0.0
p6689,0.0
p1968,0.0
p1083,0.0
p417,0.0
p615,0.0
p1605,0.0
p5667,0.0
p6132,0.0
p24,0.0
p5403,0.0
p1377,0.0
p5832,0.0
p5898,0.0
p189,0.0
p5670,0.0
p6792,0.0
p219,0.0
p1803,0.0
p4743,0.0
p1047,0.0
p4149,0.0
p3555,0.0
p1311,0.0
p2073,0.0
p4383,0.0
p6789,0.0
p60,0.0
p3915,0.0
p3816,0.0
p1407,0.0
p5799,0.0
p981,0.0
p420,0.0
p192,0.0
p1245,0.0
p1542,0.0
p387,0.0
p3357,0.0
p2697,0.0
p6264,0.0
p4905,0.0
p1281,0.0
p1410,0.0
p4509,0.0
p1641,0.0
p2532,0.0
p6594,0.0
p1539,0.0
p1209,0.0
p2895,0.0
p813,0.0
p1050,0.0
p222,0.0
p2499,0.0
p1212,0.0
p1872,0.0
p6364,0.0
p1969,0.0
p4546,0.0
p355,0.0
p3196,0.0
p5440,0.0
p553,0.0
p1411,0.0
p2500,0.0
p6955,0.0
p1510,0.0
p4807,0.0
p25,0.0
p6265,0.0
p1381,0.0
p1213,0.0
p1150,0.0
p2401,0.0
p5899,0.0
p1246,0.0
p421,0.0
p1309,0.0
p979,0.0
p1873,0.0
p1345,0.0
p1642,0.0
p1378,0.0
p1606,0.0
p1543,0.0
p2962,0.0
p4021,0.0
p6328,0.0
p61,0.0
p2995,0.0
p3952,0.0
p4087,0.0
p289,0.0
p4939,0.0
p193,0.0
p649,0.0
p5107,0.0
p6559,0.0
p1084,0.0
p6595,0.0
p4744,0.0
p4942,0.0
p6793,0.0
p3853,0.0
p1903,0.0
p4153,0.0
p1051,0.0
p1279,0.0
p6133,0.0
p223,0.0
p4216,0.0
p1840,0.0
p4252,0.0
p3458,0.0
p356,0.0
p1247,0.0
p3656,0.0
p4349,0.0
p1643,0.0
p2141,0.0
p6956,0.0
p848,0.0
p851,0.0
p1841,0.0
p1214,0.0
p125,0.0
p3131,0.0
p26,0.0
p3065,0.0
p4415,0.0
p2534,0.0
p884,0.0
p5405,0.0
p6329,0.0
p5900,0.0
p59,0.0
p1874,0.0
p3197,0.0
p4253,0.0
p392,0.0
p419,0.0
p1607,0.0
p3557,0.0
p4154,0.0
p4976,0.0
p2237,0.0
p5210,0.0
p6398,0.0
p491,0.0
p5834,0.0
p4088,0.0
p617,0.0
p5669,0.0
p1346,0.0
p1610,0.0
p1250,0.0
p1052,0.0
p6596,0.0
p1508,0.0
p95,0.0
p422,0.0
p1382,0.0
p1412,0.0
p815,0.0
p6365,0.0
p1049,0.0
p620,0.0
p1742,0.0
p4547,0.0
p1409,0.0
p62,0.0
p4943,0.0
p1446,0.0
p1875,0.0
p2931,0.0
p126,0.0
p1251,0.0
p3264,0.0
p1086,0.0
p621,0.0
p1248,0.0
p816,0.0
p1512,0.0
p1347,0.0
p654,0.0
p2043,0.0
p1545,0.0
p2139,0.0
p6960,0.0
p4878,0.0
p1383,0.0
p3756,0.0
p6171,0.0
p4650,0.0
p4980,0.0
p618,0.0
p1413,0.0
p6957,0.0
p2535,0.0
p1644,0.0
p423,0.0
p357,0.0
p162,0.0
p4977,0.0
p1608,0.0
p4416,0.0
p225,0.0
p4614,0.0
p6135,0.0
p852,0.0
p258,0.0
p1350,0.0
p261,0.0
p294,0.0
p5406,0.0
p5442,0.0
p1707,0.0
p3990,0.0
p522,0.0
p456,0.0
p4782,0.0
p6366,0.0
p2634,0.0
p27,0.0
p5970,0.0
p5439,0.0
p63,0.0
p849,0.0
p6072,0.0
p1611,0.0
p4254,0.0
p6631,0.0
p5014,0.0
p820,0.0
p6136,0.0
p3001,0.0
p460,0.0
p6862,0.0
p1249,0.0
p916,0.0
p1252,0.0
p655,0.0
p1090,0.0
p6961,0.0
p1876,0.0
p1348,0.0
p2503,0.0
p6598,0.0
p817,0.0
p2110,0.0
p5704,0.0
p3892,0.0
p5902,0.0
p1414,0.0
p262,0.0
p457,0.0
p3331,0.0
p1087,0.0
p3988,0.0
p1579,0.0
p3595,0.0
p4387,0.0
p1384,0.0
p4321,0.0
p31,0.0
p3133,0.0
p1582,0.0
p619,0.0
p1447,0.0
p1609,0.0
p853,0.0
p622,0.0
p6826,0.0
p4189,0.0
p5209,0.0
p28,0.0
p1450,0.0
p5443,0.0
p5212,0.0
p424,0.0
p5050,0.0
p226,0.0
p1021,0.0
p6172,0.0
p1780,0.0
p5741,0.0
p1019,0.0
p1877,0.0
p623,0.0
p6599,0.0
p230,0.0
p2177,0.0
p2672,0.0
p65,0.0
p722,0.0
p5480,0.0
p5051,0.0
p593,0.0
p3428,0.0
p2012,0.0
p1190,0.0
p4586,0.0
p3989,0.0
p425,0.0
p6173,0.0
p6863,0.0
p4784,0.0
p1253,0.0
p3596,0.0
p1217,0.0
p1448,0.0
p854,0.0
p1550,0.0
p1613,0.0
p461,0.0
p3497,0.0
p1415,0.0
p4124,0.0
p4979,0.0
p2540,0.0
p818,0.0
p1091,0.0
p1352,0.0
p1943,0.0
p2342,0.0
p3329,0.0
p6104,0.0
p2441,0.0
p6368,0.0
p2537,0.0
p5705,0.0
p494,0.0
p6827,0.0
p3200,0.0
p689,0.0
p5015,0.0
p6731,0.0
p164,0.0
p821,0.0
p395,0.0
p2933,0.0
p1451,0.0
p4058,0.0
p4322,0.0
p4913,0.0
p6203,0.0
p4193,0.0
p227,0.0
p2207,0.0
p6830,0.0
p1709,0.0
p5213,0.0
p5903,0.0
p888,0.0
p5247,0.0
p1485,0.0
p6828,0.0
p1218,0.0
p4422,0.0
p1089,0.0
p1416,0.0
p1548,0.0
p1290,0.0
p1878,0.0
p426,0.0
p6864,0.0
p5940,0.0
p2208,0.0
p4785,0.0
p66,0.0
p1122,0.0
p4293,0.0
p819,0.0
p132,0.0
p4587,0.0
p6831,0.0
p6402,0.0
p2307,0.0
p228,0.0
p3432,0.0
p231,0.0
p1650,0.0
p1254,0.0
p3234,0.0
p4062,0.0
p264,0.0
p1449,0.0
p495,0.0
p3429,0.0
p3696,0.0
p3597,0.0
p459,0.0
p5742,0.0
p4194,0.0
p891,0.0
p462,0.0
p1452,0.0
p660,0.0
p855,0.0
p2181,0.0
p2280,0.0
p5838,0.0
p6105,0.0
p3171,0.0
p657,0.0
p6369,0.0
p5874,0.0
p5250,0.0
p1908,0.0
p2182,0.0
p5284,0.0
p5707,0.0
p1879,0.0
p2737,0.0
p5479,0.0
p658,0.0
p1552,0.0
p2971,0.0
p1486,0.0
p6634,0.0
p892,0.0
p3040,0.0
p1420,0.0
p661,0.0
p6175,0.0
p5053,0.0
p1453,0.0
p1321,0.0
p4027,0.0
p1747,0.0
p5482,0.0
p694,0.0
p2542,0.0
p229,0.0
p1219,0.0
p2539,0.0
p6964,0.0
p3367,0.0
p1288,0.0
p6403,0.0
p1318,0.0
p562,0.0
p4654,0.0
p4294,0.0
p1123,0.0
p2209,0.0
p2245,0.0
p889,0.0
p1585,0.0
p265,0.0
p1387,0.0
p70,0.0
p67,0.0
p4126,0.0
p5938,0.0
p5017,0.0
p4915,0.0
p463,0.0
p1291,0.0
p5248,0.0
p3994,0.0
p4360,0.0
p2344,0.0
p1417,0.0
p856,0.0
p5251,0.0
p4753,0.0
p397,0.0
p328,0.0
p4951,0.0
p4849,0.0
p4030,0.0
p6404,0.0
p71,0.0
p1058,0.0
p464,0.0
p1487,0.0
p5285,0.0
p1292,0.0
p1421,0.0
p68,0.0
p5744,0.0
p4028,0.0
p5942,0.0
p1391,0.0
p6866,0.0
p266,0.0
p659,0.0
p3797,0.0
p5939,0.0
p6176,0.0
p857,0.0
p4916,0.0
p893,0.0
p5876,0.0
p2969,0.0
p3302,0.0
p3038,0.0
p5483,0.0
p2576,0.0
p2183,0.0
p4127,0.0
p6671,0.0
p1256,0.0
p5018,0.0
p2381,0.0
p4031,0.0
p5708,0.0
p1388,0.0
p6965,0.0
p1982,0.0
p497,0.0
p1124,0.0
p428,0.0
p1490,0.0
p1289,0.0
p3173,0.0
p2282,0.0
p4295,0.0
p2114,0.0
p3041,0.0
p695,0.0
p956,0.0
p2378,0.0
p6008,0.0
p6437,0.0
p4952,0.0
p6242,0.0
p6635,0.0
p1454,0.0
p662,0.0
p3470,0.0
p1649,0.0
p4949,0.0
p4688,0.0
p2150,0.0
p6440,0.0
p5054,0.0
p5090,0.0
p5976,0.0
p4359,0.0
p3105,0.0
p6636,0.0
p1257,0.0
p498,0.0
p894,0.0
p2250,0.0
p4821,0.0
p1323,0.0
p1389,0.0
p69,0.0
p3471,0.0
p465,0.0
p72,0.0
p4986,0.0
p4296,0.0
p663,0.0
p267,0.0
p270,0.0
p333,0.0
p1260,0.0
p5091,0.0
p5781,0.0
p4098,0.0
p5943,0.0
p5745,0.0
p5811,0.0
p4230,0.0
p6867,0.0
p300,0.0
p1293,0.0
p2379,0.0
p1488,0.0
p2313,0.0
p3468,0.0
p171,0.0
p4692,0.0
p6210,0.0
p1125,0.0
p6441,0.0
p1590,0.0
p762,0.0
p1491,0.0
p1422,0.0
p1749,0.0
p2940,0.0
p102,0.0
p3930,0.0
p1785,0.0
p4065,0.0
p4459,0.0
p5515,0.0
p5287,0.0
p5980,0.0
p6211,0.0
p1588,0.0
p235,0.0
p1492,0.0
p3238,0.0
p4426,0.0
p6901,0.0
p895,0.0
p268,0.0
p4756,0.0
p1261,0.0
p6145,0.0
p6406,0.0
p6280,0.0
p5782,0.0
p6442,0.0
p5977,0.0
p529,0.0
p697,0.0
p4165,0.0
p1456,0.0
p1948,0.0
p2479,0.0
p3766,0.0
p1816,0.0
p367,0.0
p6604,0.0
p4987,0.0
p1690,0.0
p499,0.0
p2578,0.0
p3241,0.0
p1393,0.0
p6475,0.0
p301,0.0
p1423,0.0
p433,0.0
p1162,0.0
p1489,0.0
p4495,0.0
p6046,0.0
p271,0.0
p5516,0.0
p4070,0.0
p104,0.0
p5093,0.0
p2249,0.0
p1493,0.0
p3077,0.0
p4100,0.0
p5909,0.0
p6902,0.0
p6674,0.0
p2348,0.0
p1163,0.0
p1259,0.0
p2777,0.0
p5978,0.0
p5060,0.0
p6638,0.0
p1325,0.0
p1787,0.0
p6407,0.0
p4823,0.0
p269,0.0
p3239,0.0
p1031,0.0
p1130,0.0
p2582,0.0
p1361,0.0
p5981,0.0
p6182,0.0
p2018,0.0
p1592,0.0
p5288,0.0
p3011,0.0
p3242,0.0
p896,0.0
p4166,0.0
p4955,0.0
p5024,0.0
p500,0.0
p698,0.0
p1460,0.0
p4889,0.0
p1127,0.0
p6014,0.0
p4988,0.0
p2579,0.0
p6971,0.0
p272,0.0
p3635,0.0
p1295,0.0
p6146,0.0
p6209,0.0
p4463,0.0
p1821,0.0
p1623,0.0
p5094,0.0
p6480,0.0
p4167,0.0
p1395,0.0
p1494,0.0
p4071,0.0
p729,0.0
p1326,0.0
p1689,0.0
p3474,0.0
p1461,0.0
p1263,0.0
p3636,0.0
p1296,0.0
p1524,0.0
p6015,0.0
p2220,0.0
p4893,0.0
p3009,0.0
p303,0.0
p1128,0.0
p471,0.0
p468,0.0
p6444,0.0
p5553,0.0
p3144,0.0
p501,0.0
p1362,0.0
p6972,0.0
p897,0.0
p534,0.0
p5715,0.0
p1131,0.0
p3537,0.0
p699,0.0
p4035,0.0
p3339,0.0
p6639,0.0
p996,0.0
p1164,0.0
p6213,0.0
p4266,0.0
p4626,0.0
p6903,0.0
p6675,0.0
p4101,0.0
p105,0.0
p5784,0.0
p4824,0.0
p927,0.0
p930,0.0
p2385,0.0
p5785,0.0
p1426,0.0
p3211,0.0
p1888,0.0
p4234,0.0
p4993,0.0
p535,0.0
p1525,0.0
p5851,0.0
p6445,0.0
p373,0.0
p1459,0.0
p1855,0.0
p340,0.0
p2155,0.0
p1462,0.0
p700,0.0
p6016,0.0
p2713,0.0
p1165,0.0
p1987,0.0
p4399,0.0
p502,0.0
p106,0.0
p6973,0.0
p4333,0.0
p6214,0.0
p1330,0.0
p43,0.0
p4627,0.0
p5518,0.0
p4861,0.0
p5590,0.0
p1264,0.0
p3736,0.0
p6676,0.0
p4957,0.0
p5554,0.0
p4270,0.0
p304,0.0
p1363,0.0
p1327,0.0
p6247,0.0
p6481,0.0
p928,0.0
p3970,0.0
p1228,0.0
p469,0.0
